customer_id,full_name,nik,phone,email,city,province,registration_date,registration_channel,loyalty_tier,lifetime_value,preferred_store_id,consent_marketing,consent_analytics,consent_third_party,churn_risk_score,first_purchase_date,last_purchase_date
CUST0000025,Customer 25,7255877749690333,6283634669254,customer25@email.com,Makassar,Sulawesi Selatan,2023-06-13,ORGANIC,SILVER,17643590.09,STR0150,False,True,True,75.79,2023-06-26,2023-11-20
CUST0000026,Customer 26,2734151488814311,+6285083535444,customer26@email.com,Binjai,Sumatera Utara,2022-04-17,ORGANIC,PLATINUM,35837649.42,STR0140,True,False,False,42.0,2022-05-12,2023-10-08
CUST0000027,Customer 27,3337389877515366,+6287780529240,customer27@email.com,Denpasar,Bali,2022-04-07,REFERRAL,BRONZE,21343395.48,STR0193,True,True,True,19.67,2022-04-07,2022-05-19
CUST0000028,Customer 28,9996636186371597,084121820970,customer28@email.com,Solo,Jawa Tengah,2023-03-08,PARTNERSHIP,BRONZE,11728667.36,STR0169,True,True,True,5.5,2023-03-18,2023-08-27
CUST0000029,Customer 29,6716323467299493,087430271693,customer29@email.com,Semarang,Jawa Tengah,2024-10-26,PAID_SEARCH,SILVER,28849024.34,STR0189,False,True,True,20.61,2024-11-21,2025-12-30
CUST0000030,Customer 30,2967629160324841,083768151185,customer30@email.com,Yogyakarta,Yogyakarta,2023-12-28,ORGANIC,BRONZE,1433222.18,STR0164,True,True,True,38.57,2024-01-24,2025-03-02
CUST0000031,Customer 31,2577711837274220,081241862104,customer31@email.com,Tangerang,Banten,2021-02-02,ORGANIC,BRONZE,33784702.13,STR0056,True,False,True,28.53,2021-02-23,2021-03-14
CUST0000032,Customer 32,9006335331060053,081312206815,customer32@email.com,Makassar,Sulawesi Selatan,2024-01-07,PAID_SOCIAL,PLATINUM,19813689.68,STR0110,True,True,True,12.81,2024-01-19,2024-05-21
CUST0000033,Customer 33,4950136497189241,085625257150,customer33@email.com,Malang,Jawa Timur,2023-09-01,REFERRAL,SILVER,11698031.32,STR0151,True,False,False,86.56,2023-09-04,2024-01-08
CUST0000034,Customer 34,2574326303975245,080864035533,customer34@email.com,Sidoarjo,Jawa Timur,2021-09-24,PAID_SOCIAL,BRONZE,34398756.95,STR0185,True,True,True,66.42,2021-10-14,2022-02-10
CUST0000035,Customer 35,2321298338167423,+6286293449734,customer35@email.com,Bekasi,Jawa Barat,2020-01-13,PARTNERSHIP,BRONZE,18948102.69,STR0121,True,True,True,86.61,2020-02-08,2020-06-16
CUST0000036,Customer 36,4982824674746897,+6285273230085,customer36@email.com,Makassar,Sulawesi Selatan,2024-06-13,PARTNERSHIP,DIAMOND,18719930.4,STR0126,True,True,False,44.82,2024-07-12,2025-08-07
CUST0000037,Customer 37,5875066337050249,6282439920116,customer37@email.com,Malang,Jawa Timur,2020-09-11,PARTNERSHIP,SILVER,9522280.27,STR0109,True,True,True,27.53,2020-09-28,2021-03-26
CUST0000038,Customer 38,9524364027011686,084622522372,customer38@email.com,Makassar,Sulawesi Selatan,2023-09-10,PAID_SOCIAL,BRONZE,10126948.31,STR0192,True,True,False,45.6,2023-09-23,2024-08-20
CUST0000039,Customer 39,6141509377100409,+6281380698477,customer39@email.com,Semarang,Jawa Tengah,2022-06-21,REFERRAL,SILVER,17219564.8,STR0081,True,True,True,22.03,2022-06-22,2022-11-09
CUST0000040,Customer 40,6209184357978630,085050573976,customer40@email.com,Jakarta Timur,DKI Jakarta,2021-12-30,REFERRAL,PLATINUM,47079732.8,STR0122,True,True,True,38.04,2022-01-08,2022-05-11
CUST0000041,Customer 41,1487271783332116,080256434712,customer41@email.com,Balikpapan,Kalimantan Timur,2023-05-28,REFERRAL,GOLD,16706775.77,STR0058,True,True,True,82.54,2023-06-09,2023-08-02
CUST0000042,Customer 42,3414111593195256,080409836655,customer42@email.com,Samarinda,Kalimantan Timur,2024-01-09,ORGANIC,SILVER,29579721.56,STR0028,True,True,True,11.51,2024-02-08,2025-03-04
CUST0000043,Customer 43,2095481497374605,+6283302764208,customer43@email.com,Denpasar,Bali,2021-08-30,REFERRAL,BRONZE,19628999.46,STR0019,True,True,True,13.78,2021-09-26,2023-02-22
CUST0000044,Customer 44,4729277423330591,082662015720,customer44@email.com,Medan,Sumatera Utara,2023-01-27,REFERRAL,SILVER,7513559.27,STR0185,True,False,False,26.99,2023-02-18,2023-07-10
CUST0000045,Customer 45,6475011117830999,6284192676492,customer45@email.com,Bogor,Jawa Barat,2023-05-05,PARTNERSHIP,GOLD,9326003.44,STR0209,True,True,True,40.26,2023-05-21,2024-06-22
CUST0000046,Customer 46,3129208751029321,084011845826,customer46@email.com,Balikpapan,Kalimantan Timur,2022-09-27,ORGANIC,BRONZE,47295150.23,STR0232,True,True,True,80.2,2022-10-19,2023-03-25
CUST0000047,Customer 47,0303243298395429,6281844626714,customer47@email.com,Yogyakarta,Yogyakarta,2021-10-02,ORGANIC,BRONZE,31515453.29,STR0069,True,True,False,21.75,2021-10-23,2022-10-27
CUST0000048,Customer 48,6609314181861515,6284234016361,customer48@email.com,Makassar,Sulawesi Selatan,2023-08-19,PAID_SOCIAL,PLATINUM,29482469.79,STR0207,True,True,True,43.94,2023-09-05,2024-03-03
CUST0000049,Customer 49,6258896792408222,6289405396727,customer49@email.com,Solo,Jawa Tengah,2021-07-09,PAID_SOCIAL,BRONZE,21445477.63,STR0184,True,True,True,43.61,2021-08-08,2021-09-26
CUST0000050,Customer 50,3129014870682778,088160930685,customer50@email.com,Bandung,Jawa Barat,2021-09-17,PARTNERSHIP,GOLD,44028561.6,STR0136,True,False,True,12.58,2021-10-16,2022-09-02
CUST0000051,Customer 51,2850676251538144,6284430963480,customer51@email.com,Semarang,Jawa Tengah,2024-04-13,PAID_SEARCH,BRONZE,393966.1,STR0118,True,True,False,45.06,2024-04-18,2024-12-29
CUST0000052,Customer 52,8826170243765456,+6288417722560,customer52@email.com,Makassar,Sulawesi Selatan,2022-04-03,ORGANIC,BRONZE,2108789.75,STR0102,True,True,False,34.98,2022-05-03,2022-08-14
CUST0000053,Customer 53,7256862110225803,+6285690674471,customer53@email.com,Bogor,Jawa Barat,2022-09-08,ORGANIC,SILVER,12548392.64,STR0197,True,True,True,34.98,2022-09-21,2023-07-07
CUST0000054,Customer 54,9231260432609310,6286843356708,customer54@email.com,Balikpapan,Kalimantan Timur,2021-02-10,ORGANIC,BRONZE,47155637.48,STR0183,True,True,False,6.84,2021-02-11,2021-06-25
CUST0000055,Customer 55,9162475541108255,085989534396,customer55@email.com,Tangerang Selatan,Banten,2023-09-14,PAID_SOCIAL,SILVER,2147842.85,STR0234,True,True,False,25.06,2023-09-17,2024-05-18
CUST0000056,Customer 56,3820236848557161,6286880294240,customer56@email.com,Serang,Banten,2020-06-02,PARTNERSHIP,BRONZE,40745221.89,STR0127,True,True,True,12.45,2020-06-26,2021-06-18
CUST0000057,Customer 57,0293908788443448,+6282308340242,customer57@email.com,Makassar,Sulawesi Selatan,2022-11-09,PAID_SOCIAL,BRONZE,41188172.31,STR0137,True,True,True,48.75,2022-11-19,2024-01-12
CUST0000058,Customer 58,9450053424089164,089837354396,customer58@email.com,Serang,Banten,2020-06-19,PAID_SOCIAL,BRONZE,45118190.35,STR0024,True,True,True,12.92,2020-07-07,2022-02-01
CUST0000059,Customer 59,2693121637618209,+6286601002314,customer59@email.com,Tangerang,Banten,2022-10-01,ORGANIC,DIAMOND,47885122.79,STR0028,True,True,True,8.82,2022-10-05,2023-05-03
CUST0000060,Customer 60,2308481001841862,+6283036625436,customer60@email.com,Solo,Jawa Tengah,2022-09-10,PARTNERSHIP,SILVER,49539325.87,STR0058,True,True,True,32.71,2022-09-13,2024-01-07
CUST0000061,Customer 61,6859262494514754,081022526771,customer61@email.com,Jakarta Utara,DKI Jakarta,2022-01-08,PAID_SOCIAL,BRONZE,16220365.26,STR0033,True,True,True,24.07,2022-01-30,2022-05-04
CUST0000062,Customer 62,6687887883619689,083135030587,customer62@email.com,Magelang,Jawa Tengah,2022-04-27,ORGANIC,BRONZE,42452699.81,STR0222,True,True,True,42.59,2022-05-14,2023-05-03
CUST0000063,Customer 63,2606501917920252,+6283109622728,customer63@email.com,Jakarta Pusat,DKI Jakarta,2022-05-12,REFERRAL,BRONZE,39091705.7,STR0178,False,True,False,82.49,2022-05-31,2022-08-07
CUST0000064,Customer 64,7849843624186236,080362891775,customer64@email.com,Jakarta Timur,DKI Jakarta,2024-03-18,REFERRAL,BRONZE,18636759.07,STR0109,True,True,False,81.11,2024-04-14,2024-05-28
CUST0000065,Customer 65,3904383034199097,+6280514054683,customer65@email.com,Magelang,Jawa Tengah,2021-11-18,REFERRAL,BRONZE,33766852.24,STR0085,True,True,False,88.26,2021-11-22,2022-02-28
CUST0000066,Customer 66,2711332288985725,6285960633991,customer66@email.com,Denpasar,Bali,2020-02-18,PARTNERSHIP,BRONZE,845593.48,STR0197,True,True,True,40.17,2020-02-20,2021-04-14
CUST0000067,Customer 67,4955112747472197,+6285466927589,customer67@email.com,Solo,Jawa Tengah,2022-10-18,PAID_SOCIAL,SILVER,13215088.89,STR0225,True,False,True,62.0,2022-11-12,2023-02-05
CUST0000068,Customer 68,2961367157787112,081663651559,customer68@email.com,Semarang,Jawa Tengah,2021-05-16,REFERRAL,BRONZE,2010288.71,STR0040,True,True,False,30.57,2021-06-04,2021-06-23
CUST0000069,Customer 69,3064421214614768,+6284201654235,customer69@email.com,Makassar,Sulawesi Selatan,2024-05-04,PAID_SOCIAL,GOLD,48282932.72,STR0112,True,True,True,5.45,2024-05-29,2025-06-08
CUST0000070,Customer 70,5027275164807279,+6280336829635,customer70@email.com,Yogyakarta,Yogyakarta,2023-05-07,PAID_SOCIAL,DIAMOND,18575795.11,STR0094,False,True,True,90.37,2023-05-29,2023-11-23
CUST0000071,Customer 71,8685127652892866,6286491111096,customer71@email.com,Makassar,Sulawesi Selatan,2022-10-19,PAID_SOCIAL,SILVER,31712905.05,STR0129,True,False,False,23.93,2022-10-26,2024-02-27
CUST0000072,Customer 72,1576605384444630,6280002589552,customer72@email.com,Bekasi,Jawa Barat,2024-05-10,ORGANIC,DIAMOND,9713754.13,STR0165,True,True,True,24.31,2024-06-09,2025-07-04
CUST0000073,Customer 73,6312819648253110,6280920981960,customer73@email.com,Makassar,Sulawesi Selatan,2023-07-27,REFERRAL,SILVER,17970255.45,STR0062,True,True,False,42.82,2023-08-19,2024-02-19
CUST0000074,Customer 74,1209117911244211,6285361706171,customer74@email.com,Serang,Banten,2024-05-16,PAID_SEARCH,SILVER,22598838.61,STR0042,True,False,False,30.53,2024-06-04,2025-07-07
CUST0000075,Customer 75,9802841390808823,6281305231244,customer75@email.com,Binjai,Sumatera Utara,2024-10-16,REFERRAL,SILVER,14786611.78,STR0191,True,True,True,92.28,2024-10-24,2025-02-10
CUST0000076,Customer 76,9423767694591966,+6289551720849,customer76@email.com,Makassar,Sulawesi Selatan,2020-12-20,PAID_SEARCH,DIAMOND,26571859.53,STR0102,False,True,True,87.68,2020-12-31,2021-03-31
CUST0000077,Customer 77,5105053795381649,+6288318491966,customer77@email.com,Binjai,Sumatera Utara,2021-05-17,ORGANIC,GOLD,24982683.32,STR0071,True,True,False,71.44,2021-05-29,2021-12-01
CUST0000078,Customer 78,7426088050171644,6285618579064,customer78@email.com,Jakarta Utara,DKI Jakarta,2021-04-29,PAID_SEARCH,DIAMOND,6158506.04,STR0096,True,True,False,42.15,2021-05-03,2022-03-16
CUST0000079,Customer 79,5800401041459642,+6289712529671,customer79@email.com,Surabaya,Jawa Timur,2020-08-03,REFERRAL,SILVER,14099025.9,STR0198,True,True,False,18.33,2020-08-05,2021-11-22
CUST0000080,Customer 80,7030376371539885,6287281235679,customer80@email.com,Sidoarjo,Jawa Timur,2021-12-23,ORGANIC,BRONZE,8293396.62,STR0079,True,True,False,25.74,2021-12-26,2022-09-27
CUST0000081,Customer 81,7875418156326868,6280745106634,customer81@email.com,Denpasar,Bali,2024-03-05,ORGANIC,SILVER,25979061.17,STR0028,True,True,True,67.69,2024-03-06,2024-04-08
CUST0000082,Customer 82,3966613473235494,080128974325,customer82@email.com,Cirebon,Jawa Barat,2020-03-14,REFERRAL,SILVER,48115927.1,STR0171,True,True,False,16.87,2020-03-16,2020-12-13
CUST0000083,Customer 83,9073710094388221,+6284577584745,customer83@email.com,Sleman,Yogyakarta,2020-12-15,REFERRAL,BRONZE,25939769.68,STR0170,True,True,True,10.07,2021-01-05,2021-01-23
CUST0000084,Customer 84,2570396531361487,082455696443,customer84@email.com,Solo,Jawa Tengah,2022-11-29,REFERRAL,SILVER,21729635.19,STR0117,True,True,True,9.96,2022-11-29,2023-01-19
CUST0000085,Customer 85,4982474140703491,+6287406500425,customer85@email.com,Denpasar,Bali,2022-10-18,PAID_SOCIAL,DIAMOND,28081380.82,STR0023,True,True,True,24.44,2022-11-16,2023-04-16
CUST0000086,Customer 86,6661449429659234,+6286834414978,customer86@email.com,Badung,Bali,2020-06-14,PAID_SEARCH,BRONZE,26375912.68,STR0178,True,True,True,76.39,2020-06-27,2020-07-22
CUST0000087,Customer 87,0612943985298940,6282607870104,customer87@email.com,Denpasar,Bali,2022-08-13,REFERRAL,BRONZE,14599788.51,STR0124,True,True,False,31.31,2022-08-29,2023-11-06
CUST0000088,Customer 88,7232440793110291,081331708760,customer88@email.com,Balikpapan,Kalimantan Timur,2024-02-23,REFERRAL,BRONZE,11822899.93,STR0218,True,True,True,43.67,2024-03-13,2024-10-19
CUST0000089,Customer 89,3288377441975466,081766204719,customer89@email.com,Semarang,Jawa Tengah,2020-09-09,ORGANIC,SILVER,32893853.11,STR0114,False,True,True,26.06,2020-10-02,2020-10-31
CUST0000090,Customer 90,8681225957244617,6287929884259,customer90@email.com,Medan,Sumatera Utara,2022-07-27,PAID_SOCIAL,SILVER,2341963.69,STR0219,True,True,True,77.48,2022-08-17,2022-10-05
CUST0000091,Customer 91,2661094101759025,+6287629833477,customer91@email.com,Surabaya,Jawa Timur,2022-09-02,PAID_SOCIAL,SILVER,26473619.5,STR0203,True,True,True,83.4,2022-09-08,2022-11-30
CUST0000092,Customer 92,1528733978559821,6286619128411,customer92@email.com,Binjai,Sumatera Utara,2020-03-09,PAID_SOCIAL,BRONZE,41084257.47,STR0075,True,True,True,8.06,2020-04-05,2020-04-13
CUST0000093,Customer 93,9846908197400564,+6285023850371,customer93@email.com,Balikpapan,Kalimantan Timur,2020-11-19,PAID_SOCIAL,GOLD,40393626.03,STR0089,True,True,True,32.56,2020-11-21,2021-03-05
CUST0000094,Customer 94,0783567430003896,080870662668,customer94@email.com,Serang,Banten,2023-02-03,PAID_SEARCH,DIAMOND,18448662.67,STR0050,True,True,False,9.14,2023-02-03,2023-07-15
CUST0000095,Customer 95,0301027240559342,086711148375,customer95@email.com,Yogyakarta,Yogyakarta,2021-04-10,REFERRAL,BRONZE,18409988.37,STR0142,True,True,True,17.04,2021-05-02,2022-11-10
CUST0000096,Customer 96,9741328348315203,087710704496,customer96@email.com,Binjai,Sumatera Utara,2023-01-13,ORGANIC,PLATINUM,19258419.37,STR0005,True,True,False,14.26,2023-01-18,2023-04-08
CUST0000097,Customer 97,5095493059660186,084876998426,customer97@email.com,Tangerang,Banten,2023-09-13,ORGANIC,PLATINUM,14106936.52,STR0175,True,True,False,29.43,2023-09-23,2023-12-05
CUST0000098,Customer 98,9014954277070705,6288360914985,customer98@email.com,Binjai,Sumatera Utara,2023-03-15,ORGANIC,GOLD,13051086.06,STR0127,True,True,False,32.81,2023-03-16,2024-01-19
CUST0000099,Customer 99,7950830440580935,+6281871813359,customer99@email.com,Magelang,Jawa Tengah,2021-04-21,REFERRAL,SILVER,43805071.6,STR0037,False,True,True,94.13,2021-05-19,2021-05-30
CUST0000100,Customer 100,0429019358895369,+6282611398986,customer100@email.com,Yogyakarta,Yogyakarta,2023-08-28,PAID_SEARCH,GOLD,30394390.31,STR0169,True,True,False,42.62,2023-09-06,2024-07-24
CUST0000101,Customer 101,1376515881579376,+6289283692944,customer101@email.com,Malang,Jawa Timur,2021-05-14,REFERRAL,SILVER,7505088.89,STR0127,True,True,True,90.67,2021-05-14,2021-09-13
CUST0000102,Customer 102,2060212886652683,084155999101,customer102@email.com,Samarinda,Kalimantan Timur,2020-12-07,REFERRAL,SILVER,22542710.36,STR0214,True,True,True,85.67,2020-12-30,2021-03-14
CUST0000103,Customer 103,9957657289413475,+6289889864565,customer103@email.com,Bekasi,Jawa Barat,2024-04-17,ORGANIC,PLATINUM,44130969.89,STR0188,True,True,True,32.7,2024-04-20,2025-10-20
CUST0000104,Customer 104,3244913421388209,+6288830705349,customer104@email.com,Tangerang Selatan,Banten,2021-12-12,ORGANIC,SILVER,45907960.13,STR0184,True,True,True,75.13,2021-12-20,2022-02-10
CUST0000105,Customer 105,3152854781506185,+6288003296334,customer105@email.com,Depok,Jawa Barat,2020-06-26,ORGANIC,SILVER,6676417.23,STR0163,True,True,True,38.73,2020-06-26,2021-05-07
CUST0000106,Customer 106,0649693578243477,086958741314,customer106@email.com,Yogyakarta,Yogyakarta,2022-06-08,ORGANIC,SILVER,8892102.57,STR0082,True,True,True,64.48,2022-07-06,2022-11-27
CUST0000107,Customer 107,0448360854566766,6280473504763,customer107@email.com,Sleman,Yogyakarta,2022-09-17,ORGANIC,SILVER,47399101.93,STR0158,True,True,True,47.76,2022-09-17,2024-02-29
CUST0000108,Customer 108,8358328634255638,083000818670,customer108@email.com,Medan,Sumatera Utara,2024-07-01,ORGANIC,GOLD,12440706.07,STR0070,True,True,True,23.03,2024-07-27,2025-07-07
CUST0000109,Customer 109,6008921963945680,6284731497646,customer109@email.com,Bandung,Jawa Barat,2024-02-25,PAID_SOCIAL,SILVER,45392521.28,STR0137,True,True,True,37.74,2024-03-26,2024-06-20
CUST0000110,Customer 110,0637579145211823,6289312697893,customer110@email.com,Denpasar,Bali,2022-02-02,REFERRAL,GOLD,41732738.77,STR0010,True,True,True,5.25,2022-02-24,2022-06-22
CUST0000111,Customer 111,3577881161620281,+6283710672872,customer111@email.com,Samarinda,Kalimantan Timur,2021-03-04,REFERRAL,BRONZE,21830422.19,STR0076,True,True,False,19.51,2021-04-01,2022-08-16
CUST0000112,Customer 112,3958947735228705,6282271043318,customer112@email.com,Solo,Jawa Tengah,2022-01-31,PAID_SOCIAL,SILVER,3431922.88,STR0163,True,True,True,46.75,2022-02-08,2022-08-18
CUST0000113,Customer 113,6488319213424912,089659994973,customer113@email.com,Sleman,Yogyakarta,2021-08-05,PARTNERSHIP,BRONZE,40187356.03,STR0038,True,True,False,8.5,2021-08-06,2022-11-14
CUST0000114,Customer 114,8138666754858193,+6284268774186,customer114@email.com,Makassar,Sulawesi Selatan,2020-10-07,PAID_SEARCH,PLATINUM,38560164.68,STR0089,True,True,True,49.91,2020-11-06,2022-01-30
CUST0000115,Customer 115,8309451548094047,6280440907977,customer115@email.com,Jakarta Pusat,DKI Jakarta,2021-01-26,PAID_SOCIAL,SILVER,5283975.4,STR0095,False,True,False,38.13,2021-02-22,2021-08-27
CUST0000116,Customer 116,0518439055295806,6280138241270,customer116@email.com,Bandung,Jawa Barat,2024-10-08,PAID_SOCIAL,BRONZE,37366738.57,STR0215,True,True,True,64.12,2024-10-22,2025-02-22
CUST0000117,Customer 117,1212590203571343,082406424295,customer117@email.com,Sleman,Yogyakarta,2023-03-09,ORGANIC,BRONZE,48965982.63,STR0067,True,True,True,31.04,2023-03-20,2023-07-05
CUST0000118,Customer 118,9628936543588418,+6284374018272,customer118@email.com,Semarang,Jawa Tengah,2024-04-30,PAID_SOCIAL,SILVER,45073617.38,STR0083,True,True,True,5.36,2024-05-13,2025-09-02
CUST0000119,Customer 119,4278207979966734,085957640381,customer119@email.com,Bekasi,Jawa Barat,2022-08-31,PARTNERSHIP,SILVER,1524903.03,STR0132,True,True,True,84.42,2022-09-16,2023-03-14
CUST0000120,Customer 120,0142576270232441,+6283361328507,customer120@email.com,Magelang,Jawa Tengah,2021-02-10,PAID_SOCIAL,BRONZE,10703344.65,STR0121,True,True,True,39.34,2021-02-13,2021-08-01
CUST0000121,Customer 121,6968157903923555,080996132730,customer121@email.com,Makassar,Sulawesi Selatan,2022-03-04,REFERRAL,SILVER,21342994.87,STR0073,True,True,True,69.14,2022-04-03,2022-05-07
CUST0000122,Customer 122,1516025298670766,+6284641978575,customer122@email.com,Balikpapan,Kalimantan Timur,2022-05-13,ORGANIC,BRONZE,21260849.71,STR0195,True,True,False,71.8,2022-06-11,2022-09-21
CUST0000123,Customer 123,7401775095465408,6282456075409,customer123@email.com,Samarinda,Kalimantan Timur,2023-12-20,PAID_SOCIAL,BRONZE,8844159.03,STR0137,False,True,True,24.4,2023-12-28,2024-08-08
CUST0000124,Customer 124,5502916815466024,081613944988,customer124@email.com,Samarinda,Kalimantan Timur,2021-12-08,PAID_SEARCH,BRONZE,23698628.17,STR0195,True,True,True,13.36,2021-12-24,2022-09-13
CUST0000125,Customer 125,0630624479513305,+6281949796958,customer125@email.com,Magelang,Jawa Tengah,2023-10-07,ORGANIC,BRONZE,17383679.11,STR0114,True,True,True,78.63,2023-10-12,2024-02-16
CUST0000126,Customer 126,7851385445770299,+6289596604873,customer126@email.com,Jakarta Utara,DKI Jakarta,2023-10-10,REFERRAL,PLATINUM,6262350.97,STR0102,True,True,True,13.04,2023-10-15,2024-12-25
CUST0000127,Customer 127,3694551588863677,6287226408572,customer127@email.com,Samarinda,Kalimantan Timur,2024-04-19,PAID_SOCIAL,SILVER,20971651.93,STR0049,True,True,False,32.9,2024-04-21,2025-07-03
CUST0000128,Customer 128,2971509688327532,6283524103977,customer128@email.com,Jakarta Barat,DKI Jakarta,2023-05-12,PARTNERSHIP,GOLD,48642983.84,STR0129,True,True,True,44.24,2023-06-10,2024-08-02
CUST0000129,Customer 129,6876164819807704,6280568761124,customer129@email.com,Jakarta Selatan,DKI Jakarta,2020-11-22,PAID_SEARCH,GOLD,18386578.86,STR0169,True,True,True,67.35,2020-11-25,2021-01-08
CUST0000130,Customer 130,4547574949022840,+6285954429477,customer130@email.com,Badung,Bali,2021-11-06,PAID_SEARCH,BRONZE,30411726.16,STR0220,True,True,False,14.52,2021-11-15,2022-02-19
CUST0000131,Customer 131,2529858567287276,+6281534332491,customer131@email.com,Binjai,Sumatera Utara,2020-10-30,REFERRAL,PLATINUM,45324471.17,STR0216,True,True,True,45.42,2020-11-22,2021-08-21
CUST0000132,Customer 132,8148881079833423,+6287209484131,customer132@email.com,Makassar,Sulawesi Selatan,2021-02-18,REFERRAL,BRONZE,12272635.75,STR0195,True,True,True,40.16,2021-02-28,2021-04-22
